Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=4.0 galactic dust with C/H = b_C = 40.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
5.957E+01 0.0104 -0.2018 2.314E-24 1.274E+02
5.991E+01 0.0103 -0.2019 2.290E-24 1.260E+02
6.026E+01 0.0101 -0.2020 2.266E-24 1.247E+02
6.060E+01 0.0100 -0.2021 2.242E-24 1.234E+02
6.095E+01 0.0099 -0.2022 2.218E-24 1.221E+02
6.131E+01 0.0098 -0.2023 2.195E-24 1.209E+02
6.166E+01 0.0097 -0.2024 2.172E-24 1.196E+02
6.202E+01 0.0095 -0.2025 2.149E-24 1.183E+02
6.237E+01 0.0094 -0.2026 2.126E-24 1.171E+02
6.273E+01 0.0093 -0.2026 2.104E-24 1.159E+02
6.310E+01 0.0092 -0.2027 2.081E-24 1.147E+02
6.346E+01 0.0091 -0.2028 2.059E-24 1.135E+02
6.383E+01 0.0090 -0.2028 2.038E-24 1.123E+02
6.419E+01 0.0089 -0.2029 2.016E-24 1.111E+02
6.457E+01 0.0088 -0.2029 1.995E-24 1.100E+02
6.494E+01 0.0086 -0.2029 1.974E-24 1.089E+02
6.531E+01 0.0085 -0.2030 1.954E-24 1.077E+02
6.569E+01 0.0084 -0.2030 1.933E-24 1.066E+02
6.607E+01 0.0083 -0.2030 1.913E-24 1.055E+02
6.645E+01 0.0082 -0.2030 1.893E-24 1.044E+02
6.683E+01 0.0081 -0.2030 1.873E-24 1.033E+02
6.722E+01 0.0080 -0.2030 1.853E-24 1.022E+02
6.761E+01 0.0079 -0.2030 1.834E-24 1.012E+02
6.800E+01 0.0078 -0.2030 1.815E-24 1.001E+02
6.839E+01 0.0077 -0.2030 1.796E-24 9.908E+01
6.879E+01 0.0076 -0.2030 1.777E-24 9.806E+01
6.918E+01 0.0075 -0.2029 1.758E-24 9.704E+01
6.958E+01 0.0074 -0.2029 1.740E-24 9.603E+01
6.998E+01 0.0074 -0.2029 1.721E-24 9.503E+01
7.039E+01 0.0073 -0.2028 1.703E-24 9.403E+01
7.079E+01 0.0072 -0.2028 1.685E-24 9.304E+01
7.120E+01 0.0071 -0.2027 1.668E-24 9.208E+01
7.161E+01 0.0070 -0.2026 1.650E-24 9.113E+01
7.203E+01 0.0069 -0.2025 1.633E-24 9.019E+01
7.244E+01 0.0068 -0.2025 1.616E-24 8.925E+01
7.286E+01 0.0067 -0.2024 1.599E-24 8.833E+01
7.328E+01 0.0066 -0.2023 1.582E-24 8.742E+01
7.371E+01 0.0066 -0.2021 1.566E-24 8.651E+01
7.413E+01 0.0065 -0.2020 1.550E-24 8.562E+01
7.456E+01 0.0064 -0.2019 1.533E-24 8.473E+01
7.499E+01 0.0063 -0.2018 1.517E-24 8.385E+01
7.542E+01 0.0062 -0.2016 1.501E-24 8.298E+01
7.586E+01 0.0062 -0.2015 1.486E-24 8.212E+01
7.630E+01 0.0061 -0.2013 1.470E-24 8.126E+01
7.674E+01 0.0060 -0.2011 1.455E-24 8.042E+01
7.718E+01 0.0059 -0.2009 1.440E-24 7.958E+01
7.762E+01 0.0059 -0.2007 1.425E-24 7.876E+01
7.807E+01 0.0058 -0.2005 1.410E-24 7.794E+01
7.852E+01 0.0057 -0.2003 1.395E-24 7.714E+01
7.898E+01 0.0056 -0.2001 1.381E-24 7.634E+01
7.943E+01 0.0056 -0.1998 1.366E-24 7.555E+01
7.989E+01 0.0055 -0.1996 1.352E-24 7.477E+01
8.035E+01 0.0054 -0.1993 1.338E-24 7.399E+01
8.082E+01 0.0054 -0.1990 1.324E-24 7.322E+01
8.128E+01 0.0053 -0.1986 1.310E-24 7.246E+01
8.175E+01 0.0052 -0.1983 1.296E-24 7.170E+01
8.222E+01 0.0052 -0.1979 1.282E-24 7.095E+01
8.270E+01 0.0051 -0.1975 1.269E-24 7.021E+01
8.318E+01 0.0050 -0.1971 1.256E-24 6.947E+01
8.366E+01 0.0050 -0.1967 1.242E-24 6.875E+01
8.414E+01 0.0049 -0.1963 1.229E-24 6.802E+01
8.463E+01 0.0049 -0.1958 1.216E-24 6.730E+01
8.511E+01 0.0048 -0.1953 1.203E-24 6.659E+01
8.561E+01 0.0047 -0.1948 1.190E-24 6.589E+01
8.610E+01 0.0047 -0.1942 1.178E-24 6.518E+01
8.660E+01 0.0046 -0.1936 1.165E-24 6.448E+01
8.710E+01 0.0046 -0.1930 1.152E-24 6.378E+01
8.760E+01 0.0045 -0.1923 1.140E-24 6.309E+01
8.810E+01 0.0045 -0.1917 1.127E-24 6.241E+01
8.861E+01 0.0044 -0.1910 1.115E-24 6.173E+01
8.913E+01 0.0044 -0.1903 1.103E-24 6.106E+01
8.964E+01 0.0043 -0.1895 1.091E-24 6.039E+01
9.016E+01 0.0042 -0.1888 1.079E-24 5.973E+01
9.068E+01 0.0042 -0.1881 1.067E-24 5.908E+01
9.120E+01 0.0041 -0.1873 1.055E-24 5.843E+01
9.173E+01 0.0041 -0.1865 1.043E-24 5.779E+01
9.226E+01 0.0040 -0.1856 1.032E-24 5.715E+01
9.279E+01 0.0040 -0.1848 1.020E-24 5.652E+01
9.333E+01 0.0040 -0.1839 1.009E-24 5.589E+01
9.386E+01 0.0039 -0.1829 9.977E-25 5.527E+01
9.441E+01 0.0039 -0.1820 9.865E-25 5.465E+01
9.495E+01 0.0038 -0.1810 9.755E-25 5.404E+01
9.550E+01 0.0038 -0.1800 9.645E-25 5.344E+01
9.605E+01 0.0037 -0.1790 9.537E-25 5.284E+01
9.661E+01 0.0037 -0.1779 9.430E-25 5.225E+01
9.716E+01 0.0036 -0.1768 9.324E-25 5.166E+01
9.772E+01 0.0036 -0.1757 9.218E-25 5.108E+01
9.829E+01 0.0036 -0.1745 9.113E-25 5.050E+01
9.886E+01 0.0035 -0.1732 9.009E-25 4.993E+01
9.943E+01 0.0035 -0.1719 8.906E-25 4.936E+01
1.000E+02 0.0034 -0.1705 8.803E-25 4.879E+01
1.006E+02 0.0034 -0.1691 8.701E-25 4.822E+01
1.012E+02 0.0034 -0.1675 8.599E-25 4.766E+01
1.017E+02 0.0033 -0.1659 8.497E-25 4.710E+01
1.023E+02 0.0033 -0.1642 8.395E-25 4.653E+01
1.029E+02 0.0033 -0.1623 8.294E-25 4.597E+01
1.035E+02 0.0032 -0.1604 8.193E-25 4.542E+01
1.041E+02 0.0032 -0.1583 8.092E-25 4.486E+01
1.047E+02 0.0032 -0.1562 7.990E-25 4.430E+01
1.053E+02 0.0031 -0.1539 7.889E-25 4.374E+01
1.059E+02 0.0031 -0.1515 7.789E-25 4.318E+01
1.065E+02 0.0031 -0.1490 7.688E-25 4.262E+01
1.072E+02 0.0030 -0.1464 7.587E-25 4.207E+01
1.078E+02 0.0030 -0.1436 7.486E-25 4.151E+01
1.084E+02 0.0030 -0.1407 7.386E-25 4.095E+01
1.090E+02 0.0030 -0.1376 7.285E-25 4.039E+01
1.096E+02 0.0029 -0.1344 7.184E-25 3.983E+01
1.103E+02 0.0029 -0.1310 7.083E-25 3.928E+01
1.109E+02 0.0029 -0.1274 6.982E-25 3.872E+01
1.116E+02 0.0029 -0.1236 6.881E-25 3.816E+01
1.122E+02 0.0028 -0.1196 6.779E-25 3.760E+01
1.128E+02 0.0028 -0.1155 6.678E-25 3.703E+01
1.135E+02 0.0028 -0.1111 6.577E-25 3.647E+01
1.142E+02 0.0028 -0.1065 6.475E-25 3.591E+01
1.148E+02 0.0027 -0.1017 6.373E-25 3.535E+01
1.155E+02 0.0027 -0.0967 6.272E-25 3.478E+01
1.161E+02 0.0027 -0.0914 6.170E-25 3.422E+01
1.168E+02 0.0027 -0.0859 6.068E-25 3.366E+01
1.175E+02 0.0026 -0.0801 5.966E-25 3.309E+01
1.182E+02 0.0026 -0.0741 5.864E-25 3.253E+01
1.189E+02 0.0026 -0.0679 5.763E-25 3.197E+01
1.195E+02 0.0026 -0.0615 5.662E-25 3.141E+01
1.202E+02 0.0026 -0.0549 5.561E-25 3.085E+01
1.209E+02 0.0025 -0.0483 5.461E-25 3.030E+01
1.216E+02 0.0025 -0.0415 5.363E-25 2.975E+01
1.223E+02 0.0025 -0.0348 5.265E-25 2.921E+01
1.230E+02 0.0025 -0.0282 5.168E-25 2.867E+01
1.237E+02 0.0024 -0.0218 5.074E-25 2.815E+01
1.245E+02 0.0024 -0.0157 4.981E-25 2.763E+01
1.252E+02 0.0024 -0.0101 4.890E-25 2.713E+01
1.259E+02 0.0024 -0.0051 4.803E-25 2.665E+01
1.266E+02 0.0023 -0.0008 4.718E-25 2.618E+01
1.274E+02 0.0023  0.0027 4.637E-25 2.573E+01
1.281E+02 0.0023  0.0052 4.560E-25 2.530E+01
1.288E+02 0.0022  0.0068 4.487E-25 2.490E+01
1.296E+02 0.0022  0.0074 4.418E-25 2.452E+01
1.303E+02 0.0022  0.0070 4.354E-25 2.416E+01
1.311E+02 0.0021  0.0058 4.294E-25 2.383E+01
1.318E+02 0.0021  0.0038 4.237E-25 2.351E+01
1.326E+02 0.0021  0.0011 4.184E-25 2.322E+01
1.334E+02 0.0021 -0.0020 4.134E-25 2.294E+01
1.341E+02 0.0020 -0.0054 4.085E-25 2.267E+01
1.349E+02 0.0020 -0.0092 4.036E-25 2.240E+01
1.357E+02 0.0020 -0.0131 3.985E-25 2.212E+01
1.365E+02 0.0020 -0.0170 3.932E-25 2.182E+01
1.372E+02 0.0020 -0.0210 3.874E-25 2.150E+01
1.380E+02 0.0020 -0.0248 3.812E-25 2.116E+01
1.388E+02 0.0020 -0.0286 3.747E-25 2.080E+01
1.396E+02 0.0020 -0.0322 3.680E-25 2.043E+01
1.404E+02 0.0020 -0.0357 3.613E-25 2.006E+01
1.413E+02 0.0020 -0.0390 3.547E-25 1.969E+01
1.421E+02 0.0020 -0.0422 3.483E-25 1.933E+01
1.429E+02 0.0019 -0.0452 3.421E-25 1.899E+01
1.437E+02 0.0019 -0.0481 3.361E-25 1.865E+01
1.445E+02 0.0019 -0.0509 3.304E-25 1.834E+01
1.454E+02 0.0019 -0.0535 3.249E-25 1.803E+01
1.462E+02 0.0019 -0.0561 3.197E-25 1.774E+01
1.471E+02 0.0019 -0.0585 3.146E-25 1.746E+01
1.479E+02 0.0019 -0.0608 3.098E-25 1.720E+01
1.488E+02 0.0018 -0.0630 3.051E-25 1.694E+01
1.496E+02 0.0018 -0.0651 3.007E-25 1.669E+01
1.505E+02 0.0018 -0.0671 2.963E-25 1.645E+01
1.514E+02 0.0018 -0.0690 2.921E-25 1.622E+01
1.522E+02 0.0018 -0.0709 2.880E-25 1.599E+01
1.531E+02 0.0018 -0.0726 2.841E-25 1.577E+01
1.540E+02 0.0017 -0.0744 2.802E-25 1.556E+01
1.549E+02 0.0017 -0.0760 2.764E-25 1.535E+01
1.558E+02 0.0017 -0.0776 2.728E-25 1.514E+01
1.567E+02 0.0017 -0.0791 2.692E-25 1.494E+01
1.576E+02 0.0017 -0.0806 2.657E-25 1.475E+01
1.585E+02 0.0017 -0.0820 2.622E-25 1.456E+01
1.594E+02 0.0016 -0.0833 2.588E-25 1.437E+01
1.603E+02 0.0016 -0.0847 2.555E-25 1.419E+01
1.613E+02 0.0016 -0.0859 2.523E-25 1.401E+01
1.622E+02 0.0016 -0.0872 2.491E-25 1.383E+01
1.631E+02 0.0016 -0.0883 2.460E-25 1.366E+01
1.641E+02 0.0016 -0.0895 2.429E-25 1.349E+01
1.650E+02 0.0015 -0.0906 2.399E-25 1.332E+01
1.660E+02 0.0015 -0.0917 2.369E-25 1.316E+01
1.669E+02 0.0015 -0.0927 2.340E-25 1.299E+01
1.679E+02 0.0015 -0.0937 2.311E-25 1.283E+01
1.688E+02 0.0015 -0.0947 2.283E-25 1.268E+01
1.698E+02 0.0015 -0.0957 2.255E-25 1.252E+01
1.708E+02 0.0014 -0.0966 2.228E-25 1.237E+01
1.718E+02 0.0014 -0.0975 2.201E-25 1.222E+01
1.728E+02 0.0014 -0.0984 2.174E-25 1.207E+01
1.738E+02 0.0014 -0.0992 2.148E-25 1.193E+01
1.748E+02 0.0014 -0.1000 2.122E-25 1.178E+01
1.758E+02 0.0014 -0.1008 2.097E-25 1.164E+01
1.768E+02 0.0014 -0.1016 2.071E-25 1.150E+01
1.778E+02 0.0013 -0.1024 2.047E-25 1.137E+01
1.789E+02 0.0013 -0.1031 2.022E-25 1.123E+01
1.799E+02 0.0013 -0.1038 1.998E-25 1.110E+01
1.809E+02 0.0013 -0.1045 1.974E-25 1.096E+01
1.820E+02 0.0013 -0.1052 1.951E-25 1.083E+01
1.830E+02 0.0013 -0.1059 1.928E-25 1.071E+01
1.841E+02 0.0013 -0.1065 1.905E-25 1.058E+01
1.851E+02 0.0012 -0.1072 1.882E-25 1.045E+01
1.862E+02 0.0012 -0.1078 1.860E-25 1.033E+01
1.873E+02 0.0012 -0.1084 1.838E-25 1.021E+01
1.884E+02 0.0012 -0.1090 1.816E-25 1.009E+01
1.895E+02 0.0012 -0.1095 1.795E-25 9.970E+00
1.905E+02 0.0012 -0.1101 1.774E-25 9.853E+00
1.916E+02 0.0012 -0.1106 1.753E-25 9.737E+00
1.928E+02 0.0011 -0.1112 1.732E-25 9.623E+00
1.939E+02 0.0011 -0.1117 1.712E-25 9.510E+00
1.950E+02 0.0011 -0.1122 1.692E-25 9.399E+00
1.961E+02 0.0011 -0.1127 1.672E-25 9.289E+00
1.972E+02 0.0011 -0.1132 1.653E-25 9.181E+00
1.984E+02 0.0011 -0.1137 1.633E-25 9.073E+00
1.995E+02 0.0011 -0.1141 1.614E-25 8.968E+00
2.007E+02 0.0011 -0.1146 1.595E-25 8.863E+00
2.018E+02 0.0010 -0.1150 1.577E-25 8.760E+00
2.030E+02 0.0010 -0.1155 1.558E-25 8.658E+00
2.042E+02 0.0010 -0.1159 1.540E-25 8.557E+00
2.054E+02 0.0010 -0.1163 1.522E-25 8.457E+00
2.065E+02 0.0010 -0.1167 1.505E-25 8.359E+00
2.077E+02 0.0010 -0.1171 1.487E-25 8.262E+00
2.089E+02 0.0010 -0.1175 1.470E-25 8.166E+00
2.101E+02 0.0010 -0.1179 1.453E-25 8.071E+00
2.113E+02 0.0010 -0.1183 1.436E-25 7.977E+00
2.126E+02 0.0009 -0.1186 1.419E-25 7.885E+00
2.138E+02 0.0009 -0.1190 1.403E-25 7.793E+00
2.150E+02 0.0009 -0.1194 1.386E-25 7.703E+00
2.163E+02 0.0009 -0.1197 1.370E-25 7.614E+00
2.175E+02 0.0009 -0.1201 1.354E-25 7.526E+00
2.188E+02 0.0009 -0.1204 1.339E-25 7.439E+00
2.200E+02 0.0009 -0.1207 1.323E-25 7.353E+00
2.213E+02 0.0009 -0.1210 1.308E-25 7.268E+00
2.226E+02 0.0009 -0.1214 1.293E-25 7.184E+00
2.239E+02 0.0009 -0.1217 1.278E-25 7.101E+00
2.252E+02 0.0008 -0.1220 1.263E-25 7.019E+00
2.265E+02 0.0008 -0.1223 1.249E-25 6.938E+00
2.278E+02 0.0008 -0.1226 1.234E-25 6.858E+00
2.291E+02 0.0008 -0.1228 1.220E-25 6.780E+00
2.304E+02 0.0008 -0.1231 1.206E-25 6.702E+00
2.317E+02 0.0008 -0.1234 1.192E-25 6.625E+00
2.331E+02 0.0008 -0.1237 1.179E-25 6.549E+00
2.344E+02 0.0008 -0.1239 1.165E-25 6.474E+00
2.358E+02 0.0008 -0.1242 1.152E-25 6.400E+00
2.371E+02 0.0008 -0.1245 1.138E-25 6.326E+00
2.385E+02 0.0008 -0.1247 1.125E-25 6.254E+00
2.399E+02 0.0007 -0.1250 1.112E-25 6.182E+00
2.413E+02 0.0007 -0.1252 1.099E-25 6.110E+00
2.427E+02 0.0007 -0.1255 1.087E-25 6.038E+00
2.441E+02 0.0007 -0.1257 1.074E-25 5.967E+00
2.455E+02 0.0007 -0.1259 1.061E-25 5.896E+00
2.469E+02 0.0007 -0.1262 1.048E-25 5.826E+00
2.483E+02 0.0007 -0.1264 1.036E-25 5.756E+00
2.497E+02 0.0007 -0.1266 1.023E-25 5.687E+00
2.512E+02 0.0007 -0.1268 1.011E-25 5.616E+00
2.526E+02 0.0007 -0.1270 9.980E-26 5.546E+00
2.541E+02 0.0007 -0.1272 9.854E-26 5.477E+00
2.556E+02 0.0007 -0.1274 9.730E-26 5.408E+00
2.570E+02 0.0007 -0.1276 9.607E-26 5.339E+00
2.585E+02 0.0006 -0.1278 9.486E-26 5.272E+00
2.600E+02 0.0006 -0.1280 9.365E-26 5.205E+00
2.615E+02 0.0006 -0.1282 9.246E-26 5.139E+00
2.630E+02 0.0006 -0.1284 9.129E-26 5.074E+00
2.645E+02 0.0006 -0.1286 9.014E-26 5.010E+00
2.661E+02 0.0006 -0.1288 8.900E-26 4.947E+00
2.676E+02 0.0006 -0.1290 8.788E-26 4.884E+00
2.692E+02 0.0006 -0.1292 8.678E-26 4.823E+00
2.707E+02 0.0006 -0.1293 8.569E-26 4.763E+00
2.723E+02 0.0006 -0.1295 8.462E-26 4.703E+00
2.738E+02 0.0006 -0.1297 8.356E-26 4.644E+00
2.754E+02 0.0006 -0.1299 8.252E-26 4.587E+00
2.770E+02 0.0006 -0.1300 8.150E-26 4.530E+00
2.786E+02 0.0006 -0.1302 8.050E-26 4.474E+00
2.802E+02 0.0006 -0.1303 7.950E-26 4.419E+00
2.818E+02 0.0006 -0.1305 7.852E-26 4.365E+00
2.835E+02 0.0005 -0.1307 7.756E-26 4.311E+00
2.851E+02 0.0005 -0.1308 7.661E-26 4.258E+00
2.867E+02 0.0005 -0.1310 7.567E-26 4.206E+00
2.884E+02 0.0005 -0.1311 7.474E-26 4.155E+00
2.901E+02 0.0005 -0.1312 7.383E-26 4.104E+00
2.917E+02 0.0005 -0.1314 7.293E-26 4.054E+00
2.934E+02 0.0005 -0.1315 7.205E-26 4.005E+00
2.951E+02 0.0005 -0.1317 7.117E-26 3.956E+00
2.968E+02 0.0005 -0.1318 7.031E-26 3.908E+00
2.985E+02 0.0005 -0.1319 6.946E-26 3.861E+00
3.003E+02 0.0005 -0.1321 6.862E-26 3.814E+00
3.020E+02 0.0005 -0.1322 6.779E-26 3.768E+00
3.037E+02 0.0005 -0.1323 6.697E-26 3.723E+00
3.055E+02 0.0005 -0.1325 6.617E-26 3.678E+00
3.073E+02 0.0005 -0.1326 6.537E-26 3.634E+00
3.090E+02 0.0005 -0.1327 6.459E-26 3.590E+00
3.108E+02 0.0005 -0.1328 6.382E-26 3.547E+00
3.126E+02 0.0005 -0.1330 6.306E-26 3.505E+00
3.144E+02 0.0004 -0.1331 6.230E-26 3.463E+00
3.162E+02 0.0004 -0.1332 6.156E-26 3.422E+00
3.181E+02 0.0004 -0.1333 6.083E-26 3.381E+00
3.199E+02 0.0004 -0.1334 6.011E-26 3.341E+00
3.217E+02 0.0004 -0.1335 5.940E-26 3.302E+00
3.236E+02 0.0004 -0.1336 5.870E-26 3.263E+00
3.255E+02 0.0004 -0.1337 5.800E-26 3.224E+00
3.273E+02 0.0004 -0.1339 5.732E-26 3.186E+00
3.292E+02 0.0004 -0.1340 5.665E-26 3.149E+00
3.311E+02 0.0004 -0.1341 5.598E-26 3.112E+00
3.330E+02 0.0004 -0.1342 5.533E-26 3.076E+00
3.350E+02 0.0004 -0.1343 5.468E-26 3.040E+00
3.369E+02 0.0004 -0.1344 5.404E-26 3.004E+00
3.388E+02 0.0004 -0.1345 5.341E-26 2.969E+00
3.408E+02 0.0004 -0.1346 5.279E-26 2.935E+00
3.428E+02 0.0004 -0.1347 5.218E-26 2.901E+00
3.447E+02 0.0004 -0.1348 5.157E-26 2.867E+00
3.467E+02 0.0004 -0.1348 5.098E-26 2.834E+00
3.487E+02 0.0004 -0.1349 5.039E-26 2.801E+00
3.508E+02 0.0004 -0.1350 4.981E-26 2.769E+00
3.528E+02 0.0004 -0.1351 4.923E-26 2.737E+00
3.548E+02 0.0004 -0.1352 4.867E-26 2.706E+00
3.569E+02 0.0004 -0.1353 4.811E-26 2.675E+00
3.589E+02 0.0003 -0.1354 4.756E-26 2.644E+00
3.610E+02 0.0003 -0.1355 4.702E-26 2.614E+00
3.631E+02 0.0003 -0.1355 4.648E-26 2.584E+00
3.652E+02 0.0003 -0.1356 4.595E-26 2.555E+00
3.673E+02 0.0003 -0.1357 4.543E-26 2.526E+00
3.694E+02 0.0003 -0.1358 4.492E-26 2.497E+00
3.715E+02 0.0003 -0.1359 4.441E-26 2.469E+00
3.737E+02 0.0003 -0.1359 4.391E-26 2.441E+00
3.758E+02 0.0003 -0.1360 4.342E-26 2.414E+00
3.780E+02 0.0003 -0.1361 4.293E-26 2.387E+00
3.802E+02 0.0003 -0.1362 4.245E-26 2.360E+00
3.824E+02 0.0003 -0.1362 4.197E-26 2.333E+00
3.846E+02 0.0003 -0.1363 4.150E-26 2.307E+00
3.868E+02 0.0003 -0.1364 4.104E-26 2.282E+00
3.890E+02 0.0003 -0.1364 4.058E-26 2.256E+00
3.913E+02 0.0003 -0.1365 4.013E-26 2.231E+00
3.936E+02 0.0003 -0.1366 3.969E-26 2.206E+00
3.958E+02 0.0003 -0.1367 3.925E-26 2.182E+00
3.981E+02 0.0003 -0.1367 3.882E-26 2.158E+00
4.004E+02 0.0003 -0.1368 3.839E-26 2.134E+00
4.027E+02 0.0003 -0.1368 3.797E-26 2.111E+00
4.050E+02 0.0003 -0.1369 3.755E-26 2.088E+00
4.074E+02 0.0003 -0.1370 3.714E-26 2.065E+00
4.097E+02 0.0003 -0.1370 3.673E-26 2.042E+00
4.121E+02 0.0003 -0.1371 3.633E-26 2.020E+00
4.145E+02 0.0003 -0.1372 3.594E-26 1.998E+00
4.169E+02 0.0003 -0.1372 3.555E-26 1.977E+00
4.193E+02 0.0003 -0.1373 3.517E-26 1.955E+00
4.217E+02 0.0002 -0.1373 3.479E-26 1.934E+00
4.241E+02 0.0002 -0.1374 3.441E-26 1.913E+00
4.266E+02 0.0002 -0.1374 3.404E-26 1.893E+00
4.290E+02 0.0002 -0.1375 3.368E-26 1.872E+00
4.315E+02 0.0002 -0.1376 3.332E-26 1.852E+00
4.340E+02 0.0002 -0.1376 3.296E-26 1.833E+00
4.365E+02 0.0002 -0.1377 3.261E-26 1.813E+00
4.390E+02 0.0002 -0.1377 3.226E-26 1.794E+00
4.416E+02 0.0002 -0.1378 3.192E-26 1.775E+00
4.441E+02 0.0002 -0.1378 3.158E-26 1.756E+00
4.467E+02 0.0002 -0.1379 3.125E-26 1.737E+00
4.493E+02 0.0002 -0.1379 3.092E-26 1.719E+00
4.519E+02 0.0002 -0.1380 3.059E-26 1.701E+00
4.545E+02 0.0002 -0.1380 3.027E-26 1.683E+00
4.571E+02 0.0002 -0.1381 2.995E-26 1.665E+00
4.597E+02 0.0002 -0.1381 2.964E-26 1.648E+00
4.624E+02 0.0002 -0.1382 2.933E-26 1.631E+00
4.651E+02 0.0002 -0.1382 2.902E-26 1.614E+00
4.677E+02 0.0002 -0.1382 2.872E-26 1.597E+00
4.704E+02 0.0002 -0.1383 2.842E-26 1.580E+00
4.732E+02 0.0002 -0.1383 2.813E-26 1.564E+00
4.759E+02 0.0002 -0.1384 2.784E-26 1.548E+00
4.786E+02 0.0002 -0.1384 2.755E-26 1.532E+00
4.814E+02 0.0002 -0.1385 2.727E-26 1.516E+00
4.842E+02 0.0002 -0.1385 2.699E-26 1.501E+00
4.870E+02 0.0002 -0.1385 2.671E-26 1.485E+00
4.898E+02 0.0002 -0.1386 2.644E-26 1.470E+00
4.926E+02 0.0002 -0.1386 2.617E-26 1.455E+00
4.955E+02 0.0002 -0.1387 2.590E-26 1.440E+00
4.983E+02 0.0002 -0.1387 2.564E-26 1.426E+00
5.012E+02 0.0002 -0.1387 2.538E-26 1.411E+00
5.041E+02 0.0002 -0.1388 2.512E-26 1.397E+00
5.070E+02 0.0002 -0.1388 2.487E-26 1.383E+00
5.099E+02 0.0002 -0.1388 2.462E-26 1.369E+00
5.129E+02 0.0002 -0.1389 2.437E-26 1.355E+00
5.158E+02 0.0002 -0.1389 2.412E-26 1.341E+00
5.188E+02 0.0002 -0.1390 2.388E-26 1.328E+00
5.218E+02 0.0002 -0.1390 2.364E-26 1.315E+00
5.248E+02 0.0002 -0.1390 2.341E-26 1.302E+00
5.278E+02 0.0002 -0.1391 2.318E-26 1.289E+00
5.309E+02 0.0001 -0.1391 2.295E-26 1.276E+00
5.339E+02 0.0001 -0.1391 2.272E-26 1.263E+00
5.370E+02 0.0001 -0.1392 2.249E-26 1.251E+00
5.401E+02 0.0001 -0.1392 2.227E-26 1.238E+00
5.433E+02 0.0001 -0.1392 2.205E-26 1.226E+00
5.464E+02 0.0001 -0.1392 2.184E-26 1.214E+00
5.495E+02 0.0001 -0.1393 2.162E-26 1.202E+00
5.527E+02 0.0001 -0.1393 2.141E-26 1.191E+00
5.559E+02 0.0001 -0.1393 2.120E-26 1.179E+00
5.591E+02 0.0001 -0.1394 2.100E-26 1.168E+00
5.623E+02 0.0001 -0.1394 2.079E-26 1.156E+00
5.656E+02 0.0001 -0.1394 2.059E-26 1.145E+00
5.689E+02 0.0001 -0.1394 2.039E-26 1.134E+00
5.721E+02 0.0001 -0.1395 2.020E-26 1.123E+00
5.754E+02 0.0001 -0.1395 2.000E-26 1.112E+00
5.788E+02 0.0001 -0.1395 1.981E-26 1.102E+00
5.821E+02 0.0001 -0.1396 1.962E-26 1.091E+00
5.855E+02 0.0001 -0.1396 1.944E-26 1.081E+00
5.888E+02 0.0001 -0.1396 1.925E-26 1.070E+00
5.922E+02 0.0001 -0.1396 1.907E-26 1.060E+00
5.957E+02 0.0001 -0.1397 1.889E-26 1.050E+00
5.991E+02 0.0001 -0.1397 1.871E-26 1.040E+00
6.026E+02 0.0001 -0.1397 1.853E-26 1.031E+00
6.060E+02 0.0001 -0.1397 1.836E-26 1.021E+00
6.095E+02 0.0001 -0.1397 1.819E-26 1.011E+00
6.131E+02 0.0001 -0.1398 1.802E-26 1.002E+00
6.166E+02 0.0001 -0.1398 1.785E-26 9.924E-01
6.202E+02 0.0001 -0.1398 1.768E-26 9.832E-01
