Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=4.0 galactic dust with C/H = b_C = 40.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University, 2001.07.05

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron) [2401 values from 1.e-2 to 1.e4 um]
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
4.898E-01 0.7295  0.6062 5.640E-22 8.483E+03
4.926E-01 0.7304  0.6059 5.607E-22 8.406E+03
4.955E-01 0.7312  0.6057 5.574E-22 8.331E+03
4.983E-01 0.7321  0.6053 5.541E-22 8.257E+03
5.012E-01 0.7328  0.6050 5.508E-22 8.183E+03
5.041E-01 0.7336  0.6046 5.474E-22 8.110E+03
5.070E-01 0.7344  0.6042 5.441E-22 8.038E+03
5.099E-01 0.7351  0.6038 5.407E-22 7.966E+03
5.129E-01 0.7358  0.6033 5.373E-22 7.895E+03
5.158E-01 0.7365  0.6029 5.340E-22 7.825E+03
5.188E-01 0.7372  0.6024 5.306E-22 7.755E+03
5.218E-01 0.7378  0.6020 5.272E-22 7.687E+03
5.248E-01 0.7385  0.6015 5.239E-22 7.619E+03
5.278E-01 0.7391  0.6010 5.205E-22 7.553E+03
5.309E-01 0.7397  0.6005 5.172E-22 7.487E+03
5.339E-01 0.7403  0.5999 5.138E-22 7.422E+03
5.370E-01 0.7408  0.5994 5.105E-22 7.358E+03
5.401E-01 0.7413  0.5988 5.071E-22 7.294E+03
5.433E-01 0.7419  0.5982 5.037E-22 7.232E+03
5.464E-01 0.7424  0.5975 5.004E-22 7.169E+03
5.495E-01 0.7428  0.5969 4.970E-22 7.108E+03
5.527E-01 0.7433  0.5962 4.936E-22 7.047E+03
5.559E-01 0.7437  0.5955 4.902E-22 6.986E+03
5.591E-01 0.7442  0.5949 4.869E-22 6.927E+03
5.623E-01 0.7446  0.5942 4.835E-22 6.868E+03
5.656E-01 0.7450  0.5934 4.801E-22 6.810E+03
5.689E-01 0.7453  0.5927 4.768E-22 6.752E+03
5.721E-01 0.7457  0.5919 4.734E-22 6.695E+03
5.754E-01 0.7460  0.5912 4.701E-22 6.639E+03
5.788E-01 0.7463  0.5904 4.667E-22 6.584E+03
5.821E-01 0.7466  0.5895 4.634E-22 6.529E+03
5.855E-01 0.7469  0.5887 4.600E-22 6.475E+03
5.888E-01 0.7472  0.5879 4.567E-22 6.421E+03
5.922E-01 0.7474  0.5870 4.533E-22 6.368E+03
5.957E-01 0.7476  0.5861 4.500E-22 6.316E+03
5.991E-01 0.7478  0.5852 4.467E-22 6.264E+03
6.026E-01 0.7480  0.5843 4.434E-22 6.214E+03
6.060E-01 0.7482  0.5834 4.401E-22 6.164E+03
6.095E-01 0.7483  0.5825 4.368E-22 6.114E+03
6.131E-01 0.7484  0.5815 4.335E-22 6.065E+03
6.166E-01 0.7485  0.5805 4.303E-22 6.017E+03
6.202E-01 0.7486  0.5795 4.270E-22 5.969E+03
6.237E-01 0.7487  0.5785 4.237E-22 5.922E+03
6.273E-01 0.7487  0.5775 4.204E-22 5.875E+03
6.310E-01 0.7488  0.5765 4.172E-22 5.829E+03
6.346E-01 0.7488  0.5754 4.139E-22 5.783E+03
6.383E-01 0.7488  0.5743 4.107E-22 5.738E+03
6.419E-01 0.7488  0.5732 4.075E-22 5.693E+03
6.457E-01 0.7488  0.5721 4.042E-22 5.648E+03
6.494E-01 0.7487  0.5710 4.010E-22 5.604E+03
6.531E-01 0.7486  0.5699 3.978E-22 5.561E+03
6.569E-01 0.7486  0.5687 3.946E-22 5.518E+03
6.607E-01 0.7485  0.5676 3.915E-22 5.476E+03
6.645E-01 0.7484  0.5664 3.883E-22 5.434E+03
6.683E-01 0.7482  0.5652 3.851E-22 5.393E+03
6.722E-01 0.7481  0.5639 3.820E-22 5.352E+03
6.761E-01 0.7479  0.5627 3.789E-22 5.312E+03
6.800E-01 0.7477  0.5614 3.758E-22 5.272E+03
6.839E-01 0.7475  0.5601 3.727E-22 5.233E+03
6.879E-01 0.7473  0.5588 3.696E-22 5.194E+03
6.918E-01 0.7470  0.5575 3.665E-22 5.156E+03
6.958E-01 0.7468  0.5562 3.634E-22 5.117E+03
6.998E-01 0.7465  0.5548 3.603E-22 5.079E+03
7.039E-01 0.7462  0.5535 3.573E-22 5.042E+03
7.079E-01 0.7459  0.5521 3.542E-22 5.005E+03
7.120E-01 0.7456  0.5507 3.512E-22 4.968E+03
7.161E-01 0.7453  0.5493 3.482E-22 4.932E+03
7.203E-01 0.7449  0.5479 3.452E-22 4.896E+03
7.244E-01 0.7446  0.5465 3.422E-22 4.861E+03
7.286E-01 0.7442  0.5450 3.392E-22 4.826E+03
7.328E-01 0.7438  0.5436 3.363E-22 4.792E+03
7.371E-01 0.7433  0.5421 3.334E-22 4.759E+03
7.413E-01 0.7429  0.5406 3.305E-22 4.726E+03
7.456E-01 0.7424  0.5391 3.276E-22 4.693E+03
7.499E-01 0.7419  0.5376 3.247E-22 4.660E+03
7.542E-01 0.7414  0.5361 3.218E-22 4.628E+03
7.586E-01 0.7409  0.5346 3.189E-22 4.595E+03
7.630E-01 0.7404  0.5330 3.161E-22 4.563E+03
7.674E-01 0.7399  0.5315 3.132E-22 4.531E+03
7.718E-01 0.7394  0.5299 3.104E-22 4.499E+03
7.762E-01 0.7388  0.5283 3.076E-22 4.467E+03
7.807E-01 0.7383  0.5268 3.048E-22 4.435E+03
7.852E-01 0.7378  0.5252 3.020E-22 4.404E+03
7.898E-01 0.7372  0.5237 2.992E-22 4.373E+03
7.943E-01 0.7366  0.5221 2.965E-22 4.343E+03
7.989E-01 0.7360  0.5206 2.938E-22 4.313E+03
8.035E-01 0.7354  0.5190 2.911E-22 4.284E+03
8.082E-01 0.7347  0.5174 2.884E-22 4.255E+03
8.128E-01 0.7340  0.5159 2.858E-22 4.227E+03
8.175E-01 0.7333  0.5143 2.831E-22 4.199E+03
8.222E-01 0.7326  0.5127 2.805E-22 4.171E+03
8.270E-01 0.7319  0.5111 2.779E-22 4.143E+03
8.318E-01 0.7312  0.5095 2.753E-22 4.116E+03
8.366E-01 0.7304  0.5079 2.727E-22 4.088E+03
8.414E-01 0.7297  0.5063 2.701E-22 4.060E+03
8.463E-01 0.7290  0.5047 2.676E-22 4.033E+03
8.511E-01 0.7283  0.5031 2.650E-22 4.005E+03
8.561E-01 0.7275  0.5016 2.625E-22 3.977E+03
8.610E-01 0.7268  0.5000 2.600E-22 3.950E+03
8.660E-01 0.7260  0.4984 2.575E-22 3.923E+03
8.710E-01 0.7252  0.4969 2.550E-22 3.897E+03
8.760E-01 0.7244  0.4953 2.526E-22 3.871E+03
8.810E-01 0.7236  0.4938 2.502E-22 3.846E+03
8.861E-01 0.7227  0.4922 2.478E-22 3.821E+03
8.913E-01 0.7219  0.4907 2.454E-22 3.796E+03
8.964E-01 0.7209  0.4891 2.431E-22 3.773E+03
9.016E-01 0.7200  0.4875 2.408E-22 3.749E+03
9.068E-01 0.7190  0.4859 2.384E-22 3.726E+03
9.120E-01 0.7180  0.4843 2.361E-22 3.703E+03
9.173E-01 0.7171  0.4826 2.338E-22 3.679E+03
9.226E-01 0.7161  0.4810 2.315E-22 3.655E+03
9.279E-01 0.7152  0.4793 2.292E-22 3.631E+03
9.333E-01 0.7142  0.4777 2.269E-22 3.606E+03
9.386E-01 0.7133  0.4760 2.246E-22 3.582E+03
9.441E-01 0.7123  0.4744 2.224E-22 3.558E+03
9.495E-01 0.7114  0.4727 2.201E-22 3.534E+03
9.550E-01 0.7104  0.4711 2.179E-22 3.510E+03
9.605E-01 0.7094  0.4694 2.157E-22 3.487E+03
9.661E-01 0.7084  0.4677 2.136E-22 3.464E+03
9.716E-01 0.7073  0.4660 2.114E-22 3.441E+03
9.772E-01 0.7062  0.4643 2.093E-22 3.419E+03
9.829E-01 0.7051  0.4626 2.072E-22 3.398E+03
9.886E-01 0.7040  0.4609 2.051E-22 3.377E+03
9.943E-01 0.7028  0.4591 2.030E-22 3.356E+03
1.000E+00 0.7016  0.4572 2.010E-22 3.335E+03
1.006E+00 0.7004  0.4553 1.989E-22 3.314E+03
1.012E+00 0.6992  0.4534 1.969E-22 3.293E+03
1.017E+00 0.6980  0.4514 1.948E-22 3.272E+03
1.023E+00 0.6969  0.4495 1.927E-22 3.249E+03
1.029E+00 0.6957  0.4475 1.907E-22 3.227E+03
1.035E+00 0.6946  0.4455 1.887E-22 3.205E+03
1.041E+00 0.6935  0.4436 1.867E-22 3.182E+03
1.047E+00 0.6923  0.4416 1.847E-22 3.161E+03
1.053E+00 0.6911  0.4396 1.828E-22 3.139E+03
1.059E+00 0.6899  0.4376 1.808E-22 3.118E+03
1.065E+00 0.6888  0.4356 1.789E-22 3.097E+03
1.072E+00 0.6875  0.4335 1.771E-22 3.077E+03
1.078E+00 0.6863  0.4315 1.752E-22 3.057E+03
1.084E+00 0.6850  0.4294 1.734E-22 3.037E+03
1.090E+00 0.6837  0.4273 1.716E-22 3.019E+03
1.096E+00 0.6823  0.4251 1.698E-22 3.000E+03
1.103E+00 0.6809  0.4229 1.680E-22 2.982E+03
1.109E+00 0.6795  0.4206 1.663E-22 2.964E+03
1.116E+00 0.6781  0.4182 1.645E-22 2.945E+03
1.122E+00 0.6768  0.4159 1.628E-22 2.925E+03
1.128E+00 0.6755  0.4135 1.610E-22 2.905E+03
1.135E+00 0.6743  0.4112 1.593E-22 2.885E+03
1.142E+00 0.6730  0.4089 1.575E-22 2.864E+03
1.148E+00 0.6718  0.4066 1.558E-22 2.844E+03
1.155E+00 0.6706  0.4043 1.542E-22 2.825E+03
1.161E+00 0.6693  0.4021 1.526E-22 2.806E+03
1.168E+00 0.6681  0.3998 1.510E-22 2.787E+03
1.175E+00 0.6668  0.3976 1.494E-22 2.768E+03
1.182E+00 0.6656  0.3953 1.478E-22 2.749E+03
1.189E+00 0.6643  0.3931 1.463E-22 2.732E+03
1.195E+00 0.6629  0.3909 1.448E-22 2.715E+03
1.202E+00 0.6615  0.3886 1.433E-22 2.698E+03
1.209E+00 0.6601  0.3863 1.419E-22 2.682E+03
1.216E+00 0.6587  0.3839 1.405E-22 2.666E+03
1.223E+00 0.6572  0.3815 1.390E-22 2.650E+03
1.230E+00 0.6558  0.3791 1.376E-22 2.634E+03
1.237E+00 0.6545  0.3766 1.362E-22 2.617E+03
1.245E+00 0.6532  0.3742 1.348E-22 2.599E+03
1.252E+00 0.6519  0.3719 1.333E-22 2.581E+03
1.259E+00 0.6507  0.3696 1.319E-22 2.563E+03
1.266E+00 0.6495  0.3674 1.306E-22 2.546E+03
1.274E+00 0.6482  0.3653 1.293E-22 2.528E+03
1.281E+00 0.6470  0.3631 1.280E-22 2.512E+03
1.288E+00 0.6458  0.3611 1.267E-22 2.495E+03
1.296E+00 0.6447  0.3591 1.254E-22 2.478E+03
1.303E+00 0.6435  0.3571 1.242E-22 2.462E+03
1.311E+00 0.6422  0.3552 1.230E-22 2.447E+03
1.318E+00 0.6409  0.3533 1.218E-22 2.432E+03
1.326E+00 0.6396  0.3513 1.206E-22 2.418E+03
1.334E+00 0.6382  0.3493 1.195E-22 2.404E+03
1.341E+00 0.6368  0.3473 1.184E-22 2.391E+03
1.349E+00 0.6354  0.3452 1.173E-22 2.378E+03
1.357E+00 0.6340  0.3431 1.161E-22 2.364E+03
1.365E+00 0.6327  0.3411 1.150E-22 2.349E+03
1.372E+00 0.6314  0.3390 1.139E-22 2.334E+03
1.380E+00 0.6302  0.3371 1.127E-22 2.318E+03
1.388E+00 0.6291  0.3353 1.116E-22 2.302E+03
1.396E+00 0.6279  0.3336 1.105E-22 2.287E+03
1.404E+00 0.6268  0.3320 1.095E-22 2.272E+03
1.413E+00 0.6256  0.3304 1.084E-22 2.257E+03
1.421E+00 0.6245  0.3289 1.074E-22 2.243E+03
1.429E+00 0.6234  0.3275 1.064E-22 2.228E+03
1.437E+00 0.6223  0.3262 1.054E-22 2.214E+03
1.445E+00 0.6212  0.3249 1.045E-22 2.201E+03
1.454E+00 0.6200  0.3236 1.035E-22 2.188E+03
1.462E+00 0.6187  0.3223 1.026E-22 2.175E+03
1.471E+00 0.6174  0.3210 1.017E-22 2.164E+03
1.479E+00 0.6161  0.3196 1.008E-22 2.152E+03
1.488E+00 0.6148  0.3182 9.994E-23 2.141E+03
1.496E+00 0.6134  0.3167 9.905E-23 2.130E+03
1.505E+00 0.6121  0.3151 9.816E-23 2.118E+03
1.514E+00 0.6108  0.3137 9.724E-23 2.104E+03
1.522E+00 0.6097  0.3123 9.631E-23 2.091E+03
1.531E+00 0.6086  0.3111 9.540E-23 2.077E+03
1.540E+00 0.6075  0.3100 9.450E-23 2.063E+03
1.549E+00 0.6064  0.3090 9.364E-23 2.050E+03
1.558E+00 0.6053  0.3081 9.280E-23 2.037E+03
1.567E+00 0.6042  0.3072 9.198E-23 2.025E+03
1.576E+00 0.6032  0.3065 9.117E-23 2.012E+03
1.585E+00 0.6022  0.3058 9.037E-23 1.999E+03
1.594E+00 0.6012  0.3051 8.959E-23 1.987E+03
1.603E+00 0.6001  0.3045 8.884E-23 1.975E+03
1.613E+00 0.5990  0.3038 8.810E-23 1.965E+03
1.622E+00 0.5979  0.3031 8.738E-23 1.954E+03
1.631E+00 0.5966  0.3023 8.667E-23 1.944E+03
1.641E+00 0.5954  0.3014 8.597E-23 1.934E+03
1.650E+00 0.5942  0.3003 8.526E-23 1.924E+03
1.660E+00 0.5929  0.2993 8.454E-23 1.914E+03
1.669E+00 0.5918  0.2982 8.380E-23 1.903E+03
1.679E+00 0.5907  0.2973 8.305E-23 1.890E+03
1.688E+00 0.5897  0.2965 8.229E-23 1.878E+03
1.698E+00 0.5887  0.2958 8.154E-23 1.865E+03
1.708E+00 0.5877  0.2953 8.082E-23 1.853E+03
1.718E+00 0.5867  0.2949 8.014E-23 1.842E+03
1.728E+00 0.5858  0.2945 7.947E-23 1.831E+03
1.738E+00 0.5849  0.2942 7.881E-23 1.819E+03
1.748E+00 0.5840  0.2940 7.816E-23 1.808E+03
1.758E+00 0.5832  0.2938 7.752E-23 1.797E+03
1.768E+00 0.5823  0.2936 7.690E-23 1.786E+03
1.778E+00 0.5813  0.2934 7.630E-23 1.776E+03
1.789E+00 0.5803  0.2932 7.571E-23 1.767E+03
1.799E+00 0.5792  0.2928 7.514E-23 1.758E+03
1.809E+00 0.5781  0.2923 7.458E-23 1.750E+03
1.820E+00 0.5770  0.2917 7.401E-23 1.741E+03
1.830E+00 0.5759  0.2909 7.344E-23 1.732E+03
1.841E+00 0.5748  0.2901 7.285E-23 1.723E+03
1.851E+00 0.5737  0.2894 7.223E-23 1.712E+03
1.862E+00 0.5728  0.2888 7.160E-23 1.701E+03
1.873E+00 0.5719  0.2885 7.098E-23 1.690E+03
1.884E+00 0.5710  0.2882 7.038E-23 1.679E+03
1.895E+00 0.5701  0.2881 6.981E-23 1.669E+03
1.905E+00 0.5693  0.2880 6.927E-23 1.659E+03
1.916E+00 0.5685  0.2880 6.873E-23 1.649E+03
1.928E+00 0.5678  0.2880 6.820E-23 1.639E+03
1.939E+00 0.5670  0.2882 6.767E-23 1.629E+03
1.950E+00 0.5663  0.2883 6.716E-23 1.620E+03
1.961E+00 0.5655  0.2884 6.666E-23 1.611E+03
1.972E+00 0.5647  0.2884 6.618E-23 1.602E+03
1.984E+00 0.5638  0.2884 6.572E-23 1.594E+03
1.995E+00 0.5629  0.2881 6.526E-23 1.586E+03
2.007E+00 0.5619  0.2877 6.481E-23 1.579E+03
2.018E+00 0.5610  0.2871 6.435E-23 1.571E+03
2.030E+00 0.5600  0.2865 6.387E-23 1.563E+03
2.042E+00 0.5590  0.2858 6.338E-23 1.554E+03
2.054E+00 0.5582  0.2853 6.286E-23 1.545E+03
2.065E+00 0.5574  0.2850 6.234E-23 1.534E+03
2.077E+00 0.5566  0.2848 6.183E-23 1.524E+03
2.089E+00 0.5559  0.2848 6.134E-23 1.515E+03
2.101E+00 0.5552  0.2849 6.089E-23 1.506E+03
2.113E+00 0.5545  0.2849 6.045E-23 1.498E+03
2.126E+00 0.5539  0.2851 6.001E-23 1.489E+03
2.138E+00 0.5534  0.2853 5.957E-23 1.479E+03
2.150E+00 0.5529  0.2856 5.914E-23 1.471E+03
2.163E+00 0.5523  0.2859 5.872E-23 1.462E+03
2.175E+00 0.5517  0.2861 5.832E-23 1.454E+03
2.188E+00 0.5510  0.2861 5.794E-23 1.447E+03
2.200E+00 0.5502  0.2860 5.756E-23 1.440E+03
2.213E+00 0.5495  0.2858 5.719E-23 1.433E+03
2.226E+00 0.5487  0.2853 5.682E-23 1.426E+03
2.239E+00 0.5478  0.2847 5.644E-23 1.419E+03
2.252E+00 0.5470  0.2840 5.604E-23 1.412E+03
2.265E+00 0.5462  0.2834 5.561E-23 1.403E+03
2.278E+00 0.5455  0.2830 5.517E-23 1.394E+03
2.291E+00 0.5449  0.2828 5.474E-23 1.385E+03
2.304E+00 0.5443  0.2828 5.432E-23 1.377E+03
2.317E+00 0.5437  0.2829 5.393E-23 1.369E+03
2.331E+00 0.5431  0.2830 5.356E-23 1.361E+03
2.344E+00 0.5426  0.2831 5.319E-23 1.353E+03
2.358E+00 0.5422  0.2833 5.282E-23 1.345E+03
2.371E+00 0.5418  0.2836 5.245E-23 1.337E+03
2.385E+00 0.5414  0.2840 5.210E-23 1.329E+03
2.399E+00 0.5410  0.2842 5.176E-23 1.321E+03
2.413E+00 0.5405  0.2844 5.143E-23 1.314E+03
2.427E+00 0.5399  0.2844 5.112E-23 1.308E+03
2.441E+00 0.5393  0.2842 5.081E-23 1.302E+03
2.455E+00 0.5387  0.2838 5.050E-23 1.295E+03
2.469E+00 0.5381  0.2832 5.019E-23 1.289E+03
2.483E+00 0.5374  0.2824 4.986E-23 1.283E+03
2.497E+00 0.5367  0.2817 4.952E-23 1.276E+03
2.512E+00 0.5361  0.2811 4.915E-23 1.268E+03
2.526E+00 0.5355  0.2807 4.877E-23 1.260E+03
2.541E+00 0.5350  0.2805 4.841E-23 1.252E+03
2.556E+00 0.5345  0.2806 4.806E-23 1.244E+03
2.570E+00 0.5341  0.2806 4.774E-23 1.237E+03
2.585E+00 0.5337  0.2807 4.743E-23 1.230E+03
2.600E+00 0.5334  0.2809 4.712E-23 1.223E+03
2.615E+00 0.5331  0.2811 4.681E-23 1.215E+03
2.630E+00 0.5328  0.2813 4.650E-23 1.208E+03
2.645E+00 0.5325  0.2816 4.621E-23 1.201E+03
2.661E+00 0.5322  0.2817 4.592E-23 1.195E+03
2.676E+00 0.5317  0.2818 4.565E-23 1.189E+03
2.692E+00 0.5313  0.2816 4.539E-23 1.183E+03
2.707E+00 0.5308  0.2813 4.513E-23 1.177E+03
2.723E+00 0.5303  0.2807 4.486E-23 1.172E+03
2.738E+00 0.5298  0.2799 4.460E-23 1.166E+03
2.754E+00 0.5292  0.2791 4.431E-23 1.160E+03
2.770E+00 0.5286  0.2783 4.401E-23 1.154E+03
2.786E+00 0.5281  0.2776 4.368E-23 1.146E+03
2.802E+00 0.5277  0.2773 4.336E-23 1.139E+03
2.818E+00 0.5272  0.2772 4.305E-23 1.132E+03
2.835E+00 0.5269  0.2772 4.276E-23 1.125E+03
2.851E+00 0.5265  0.2772 4.249E-23 1.119E+03
2.867E+00 0.5263  0.2772 4.223E-23 1.113E+03
2.884E+00 0.5260  0.2773 4.196E-23 1.106E+03
2.901E+00 0.5258  0.2775 4.169E-23 1.099E+03
2.917E+00 0.5256  0.2777 4.142E-23 1.093E+03
2.934E+00 0.5253  0.2779 4.117E-23 1.087E+03
2.951E+00 0.5250  0.2779 4.093E-23 1.081E+03
2.968E+00 0.5247  0.2778 4.070E-23 1.076E+03
2.985E+00 0.5243  0.2775 4.048E-23 1.071E+03
3.003E+00 0.5239  0.2769 4.025E-23 1.066E+03
3.020E+00 0.5235  0.2762 4.003E-23 1.061E+03
3.037E+00 0.5230  0.2753 3.979E-23 1.056E+03
3.055E+00 0.5225  0.2744 3.954E-23 1.050E+03
3.073E+00 0.5220  0.2735 3.926E-23 1.044E+03
3.090E+00 0.5215  0.2730 3.898E-23 1.037E+03
3.108E+00 0.5211  0.2727 3.870E-23 1.031E+03
3.126E+00 0.5207  0.2725 3.844E-23 1.025E+03
3.144E+00 0.5204  0.2725 3.820E-23 1.019E+03
3.162E+00 0.5208  0.2723 3.796E-23 1.012E+03
3.181E+00 0.5198  0.2724 3.774E-23 1.008E+03
3.199E+00 0.5196  0.2724 3.751E-23 1.002E+03
3.217E+00 0.5193  0.2725 3.728E-23 9.966E+02
3.236E+00 0.5190  0.2726 3.707E-23 9.915E+02
3.255E+00 0.5185  0.2726 3.687E-23 9.873E+02
3.273E+00 0.5175  0.2725 3.671E-23 9.851E+02
3.292E+00 0.5155  0.2722 3.664E-23 9.872E+02
3.311E+00 0.5155  0.2718 3.641E-23 9.810E+02
3.330E+00 0.5168  0.2711 3.611E-23 9.703E+02
3.350E+00 0.5169  0.2702 3.586E-23 9.635E+02
3.369E+00 0.5167  0.2692 3.564E-23 9.579E+02
3.388E+00 0.5163  0.2682 3.540E-23 9.521E+02
3.408E+00 0.5160  0.2674 3.514E-23 9.460E+02
3.428E+00 0.5156  0.2669 3.489E-23 9.399E+02
3.447E+00 0.5153  0.2666 3.465E-23 9.340E+02
3.467E+00 0.5150  0.2664 3.442E-23 9.285E+02
3.487E+00 0.5148  0.2663 3.421E-23 9.232E+02
3.508E+00 0.5146  0.2661 3.400E-23 9.180E+02
3.528E+00 0.5144  0.2660 3.379E-23 9.126E+02
3.548E+00 0.5143  0.2660 3.358E-23 9.071E+02
3.569E+00 0.5141  0.2660 3.338E-23 9.018E+02
3.589E+00 0.5140  0.2660 3.318E-23 8.968E+02
3.610E+00 0.5138  0.2659 3.299E-23 8.920E+02
3.631E+00 0.5135  0.2656 3.281E-23 8.875E+02
3.652E+00 0.5133  0.2652 3.263E-23 8.832E+02
3.673E+00 0.5130  0.2646 3.245E-23 8.789E+02
3.694E+00 0.5127  0.2638 3.227E-23 8.746E+02
3.715E+00 0.5123  0.2628 3.209E-23 8.703E+02
3.737E+00 0.5119  0.2617 3.189E-23 8.657E+02
3.758E+00 0.5115  0.2608 3.168E-23 8.606E+02
3.780E+00 0.5111  0.2600 3.145E-23 8.553E+02
3.802E+00 0.5107  0.2596 3.124E-23 8.500E+02
3.824E+00 0.5104  0.2593 3.103E-23 8.448E+02
3.846E+00 0.5101  0.2590 3.083E-23 8.400E+02
3.868E+00 0.5099  0.2588 3.064E-23 8.353E+02
3.890E+00 0.5097  0.2586 3.046E-23 8.305E+02
3.913E+00 0.5095  0.2585 3.027E-23 8.256E+02
3.936E+00 0.5094  0.2584 3.008E-23 8.208E+02
3.958E+00 0.5092  0.2583 2.990E-23 8.162E+02
3.981E+00 0.5090  0.2581 2.973E-23 8.117E+02
4.004E+00 0.5088  0.2578 2.956E-23 8.075E+02
4.027E+00 0.5086  0.2574 2.940E-23 8.034E+02
4.050E+00 0.5083  0.2568 2.924E-23 7.994E+02
4.074E+00 0.5081  0.2561 2.908E-23 7.954E+02
4.097E+00 0.5078  0.2552 2.891E-23 7.915E+02
4.121E+00 0.5074  0.2541 2.874E-23 7.874E+02
4.145E+00 0.5070  0.2531 2.856E-23 7.830E+02
4.169E+00 0.5067  0.2521 2.836E-23 7.782E+02
4.193E+00 0.5063  0.2515 2.817E-23 7.733E+02
4.217E+00 0.5060  0.2510 2.797E-23 7.685E+02
4.241E+00 0.5057  0.2506 2.779E-23 7.639E+02
4.266E+00 0.5055  0.2503 2.762E-23 7.595E+02
4.290E+00 0.5053  0.2500 2.745E-23 7.551E+02
4.315E+00 0.5051  0.2497 2.727E-23 7.507E+02
4.340E+00 0.5049  0.2495 2.710E-23 7.462E+02
4.365E+00 0.5048  0.2493 2.693E-23 7.418E+02
4.390E+00 0.5046  0.2491 2.677E-23 7.376E+02
4.416E+00 0.5044  0.2487 2.662E-23 7.335E+02
4.441E+00 0.5042  0.2483 2.646E-23 7.297E+02
4.467E+00 0.5040  0.2478 2.632E-23 7.260E+02
4.493E+00 0.5037  0.2471 2.617E-23 7.223E+02
4.519E+00 0.5034  0.2463 2.602E-23 7.187E+02
4.545E+00 0.5030  0.2453 2.588E-23 7.151E+02
4.571E+00 0.5026  0.2443 2.572E-23 7.113E+02
4.597E+00 0.5022  0.2433 2.555E-23 7.072E+02
4.624E+00 0.5018  0.2424 2.537E-23 7.030E+02
4.651E+00 0.5014  0.2418 2.520E-23 6.988E+02
4.677E+00 0.5010  0.2413 2.503E-23 6.947E+02
4.704E+00 0.5006  0.2409 2.487E-23 6.908E+02
4.732E+00 0.5003  0.2405 2.472E-23 6.870E+02
4.759E+00 0.5000  0.2402 2.457E-23 6.832E+02
4.786E+00 0.4997  0.2398 2.442E-23 6.793E+02
4.814E+00 0.4994  0.2395 2.427E-23 6.756E+02
4.842E+00 0.4991  0.2392 2.412E-23 6.719E+02
4.870E+00 0.4988  0.2389 2.398E-23 6.684E+02
4.898E+00 0.4984  0.2384 2.384E-23 6.651E+02
4.926E+00 0.4981  0.2379 2.371E-23 6.619E+02
4.955E+00 0.4977  0.2373 2.358E-23 6.587E+02
4.983E+00 0.4973  0.2365 2.345E-23 6.556E+02
5.012E+00 0.4968  0.2356 2.332E-23 6.525E+02
5.041E+00 0.4963  0.2346 2.318E-23 6.493E+02
5.070E+00 0.4958  0.2335 2.304E-23 6.459E+02
5.099E+00 0.4953  0.2326 2.289E-23 6.424E+02
5.129E+00 0.4947  0.2318 2.274E-23 6.389E+02
5.158E+00 0.4942  0.2311 2.259E-23 6.355E+02
5.188E+00 0.4936  0.2306 2.245E-23 6.322E+02
5.218E+00 0.4931  0.2301 2.232E-23 6.291E+02
5.248E+00 0.4926  0.2296 2.218E-23 6.259E+02
5.278E+00 0.4921  0.2292 2.205E-23 6.228E+02
5.309E+00 0.4916  0.2288 2.192E-23 6.198E+02
5.339E+00 0.4911  0.2283 2.179E-23 6.168E+02
5.370E+00 0.4905  0.2279 2.167E-23 6.140E+02
5.401E+00 0.4899  0.2274 2.155E-23 6.113E+02
5.433E+00 0.4893  0.2268 2.144E-23 6.088E+02
5.464E+00 0.4887  0.2262 2.132E-23 6.064E+02
5.495E+00 0.4880  0.2254 2.121E-23 6.040E+02
